Compressor,Dataset,Field,REL Error Bound,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Compression Energy (J),Decompression Energy (J)
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.751372e+01,1.410806e+00,4,6.131873e+03,3.139448e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.766654e+01,1.409910e+00,4,6.163110e+03,3.131785e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,3.200000e+01,673920099,9.999999e-01,673920000,673920000,2.927045e+01,1.409744e+00,2,6.527711e+03,3.139798e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.805386e+01,1.415564e+00,2,6.264578e+03,3.157173e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.834406e+01,1.413491e+00,2,6.325424e+03,3.144379e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.838860e+01,1.410902e+00,2,6.331658e+03,3.144809e+02
mgard,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,168480000,inf,0.000000e+00,0.000000e+00,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.944919e-04,4096,1.645312e+05,673920000,673920000,2.835364e+01,1.410437e+00,2,6.328650e+03,3.141526e+02
sz,hacc,vx.f32,1.000000e-01,7.614874e+02,0,0.000000e+00,0.000000e+00,-2.390460e+02,3.490210e+02,1.522980e+03,7.614927e+02,7.614927e+02,7.109424e+09,1.000007e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.618817e+05,1073726487,2.554128e+01,4.023452e+02,5.283675e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.831503e-01,24581664,1.747199e+02,4294905948,4294905948,1.876286e+01,1.211475e+01,4,4.147427e+03,2.696307e+03
sz,hacc,vx.f32,1.000000e-01,7.614874e+02,1,0.000000e+00,0.000000e+00,-2.390460e+02,3.490210e+02,1.522980e+03,7.614927e+02,7.614927e+02,7.109424e+09,1.000007e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.618817e+05,1073726487,2.554128e+01,4.023452e+02,5.283675e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.831503e-01,24581664,1.747199e+02,4294905948,4294905948,1.874718e+01,1.211285e+01,4,4.140760e+03,2.694937e+03
sz,hacc,vx.f32,1.000000e-01,7.614874e+02,2,0.000000e+00,0.000000e+00,-2.390460e+02,3.490210e+02,1.522980e+03,7.614927e+02,7.614927e+02,7.109424e+09,1.000007e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.618817e+05,1073726487,2.554128e+01,4.023452e+02,5.283675e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.831503e-01,24581664,1.747199e+02,4294905948,4294905948,1.874924e+01,1.220548e+01,4,4.144164e+03,2.712894e+03
sz,hacc,vx.f32,1.000000e-01,7.614874e+02,3,0.000000e+00,0.000000e+00,-2.390460e+02,3.490210e+02,1.522980e+03,7.614927e+02,7.614927e+02,7.109424e+09,1.000007e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.618817e+05,1073726487,2.554128e+01,4.023452e+02,5.283675e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.831503e-01,24581664,1.747199e+02,4294905948,4294905948,1.874506e+01,1.209777e+01,4,4.140238e+03,2.690368e+03
sz,hacc,vx.f32,1.000000e-01,7.614874e+02,4,0.000000e+00,0.000000e+00,-2.390460e+02,3.490210e+02,1.522980e+03,7.614927e+02,7.614927e+02,7.109424e+09,1.000007e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.618817e+05,1073726487,2.554128e+01,4.023452e+02,5.283675e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.831503e-01,24581664,1.747199e+02,4294905948,4294905948,1.876588e+01,1.218997e+01,4,4.147057e+03,2.711272e+03
sz,hacc,vx.f32,1.000000e-02,7.614874e+01,0,0.000000e+00,0.000000e+00,1.106229e-02,3.805705e+01,1.527428e+02,7.646051e+01,7.646051e+01,1.709801e+08,1.004094e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.931665e+03,1073726487,4.477393e+01,4.395072e+01,5.771693e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.655842e+00,222240206,1.932551e+01,4294905948,4294905948,2.200290e+01,1.795276e+01,2,4.879012e+03,4.001489e+03
sz,hacc,vx.f32,1.000000e-02,7.614874e+01,1,0.000000e+00,0.000000e+00,1.106229e-02,3.805705e+01,1.527428e+02,7.646051e+01,7.646051e+01,1.709801e+08,1.004094e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.931665e+03,1073726487,4.477393e+01,4.395072e+01,5.771693e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.655842e+00,222240206,1.932551e+01,4294905948,4294905948,2.197216e+01,1.792873e+01,2,4.875313e+03,3.992537e+03
sz,hacc,vx.f32,1.000000e-02,7.614874e+01,2,0.000000e+00,0.000000e+00,1.106229e-02,3.805705e+01,1.527428e+02,7.646051e+01,7.646051e+01,1.709801e+08,1.004094e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.931665e+03,1073726487,4.477393e+01,4.395072e+01,5.771693e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.655842e+00,222240206,1.932551e+01,4294905948,4294905948,2.195568e+01,1.801295e+01,2,4.911702e+03,4.014669e+03
sz,hacc,vx.f32,1.000000e-02,7.614874e+01,3,0.000000e+00,0.000000e+00,1.106229e-02,3.805705e+01,1.527428e+02,7.646051e+01,7.646051e+01,1.709801e+08,1.004094e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.931665e+03,1073726487,4.477393e+01,4.395072e+01,5.771693e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.655842e+00,222240206,1.932551e+01,4294905948,4294905948,2.191525e+01,1.792795e+01,2,4.861271e+03,3.998053e+03
sz,hacc,vx.f32,1.000000e-02,7.614874e+01,4,0.000000e+00,0.000000e+00,1.106229e-02,3.805705e+01,1.527428e+02,7.646051e+01,7.646051e+01,1.709801e+08,1.004094e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.931665e+03,1073726487,4.477393e+01,4.395072e+01,5.771693e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.655842e+00,222240206,1.932551e+01,4294905948,4294905948,2.193397e+01,1.801665e+01,2,4.868055e+03,4.010187e+03
sz,hacc,vx.f32,1.000000e-03,7.614874e+00,0,0.000000e+00,0.000000e+00,1.229265e-03,3.797771e+00,1.559108e+01,7.815323e+00,7.815323e+00,1.000430e+08,1.026323e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.927704e+01,1073726487,6.478285e+01,4.390563e+00,5.765773e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,4.793068e+00,643305518,6.676308e+00,4294905948,4294905948,2.537883e+01,2.549937e+01,8,5.639901e+03,5.681543e+03
sz,hacc,vx.f32,1.000000e-03,7.614874e+00,1,0.000000e+00,0.000000e+00,1.229265e-03,3.797771e+00,1.559108e+01,7.815323e+00,7.815323e+00,1.000430e+08,1.026323e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.927704e+01,1073726487,6.478285e+01,4.390563e+00,5.765773e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,4.793068e+00,643305518,6.676308e+00,4294905948,4294905948,2.521590e+01,2.546495e+01,8,5.607093e+03,5.675054e+03
sz,hacc,vx.f32,1.000000e-03,7.614874e+00,2,0.000000e+00,0.000000e+00,1.229265e-03,3.797771e+00,1.559108e+01,7.815323e+00,7.815323e+00,1.000430e+08,1.026323e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.927704e+01,1073726487,6.478285e+01,4.390563e+00,5.765773e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,4.793068e+00,643305518,6.676308e+00,4294905948,4294905948,2.522570e+01,2.554388e+01,8,5.605928e+03,5.692036e+03
sz,hacc,vx.f32,1.000000e-03,7.614874e+00,3,0.000000e+00,0.000000e+00,1.229265e-03,3.797771e+00,1.559108e+01,7.815323e+00,7.815323e+00,1.000430e+08,1.026323e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.927704e+01,1073726487,6.478285e+01,4.390563e+00,5.765773e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,4.793068e+00,643305518,6.676308e+00,4294905948,4294905948,2.523024e+01,2.549248e+01,8,5.603395e+03,5.679246e+03
sz,hacc,vx.f32,1.000000e-03,7.614874e+00,4,0.000000e+00,0.000000e+00,1.229265e-03,3.797771e+00,1.559108e+01,7.815323e+00,7.815323e+00,1.000430e+08,1.026323e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.927704e+01,1073726487,6.478285e+01,4.390563e+00,5.765773e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,4.793068e+00,643305518,6.676308e+00,4294905948,4294905948,2.521773e+01,2.557060e+01,8,5.605654e+03,5.696023e+03
sz,hacc,vx.f32,1.000000e-04,7.614874e-01,0,0.000000e+00,0.000000e+00,-2.113344e-04,3.786331e-01,1.568619e+00,7.924805e-01,7.924805e-01,1.238363e+06,1.040701e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.921440e-01,1073726487,8.479699e+01,4.383423e-01,5.756396e-05,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,8.140002e+00,1092516907,3.931203e+00,4294905948,4294905948,2.516139e+01,3.246006e+01,2,5.595108e+03,7.232070e+03
sz,hacc,vx.f32,1.000000e-04,7.614874e-01,1,0.000000e+00,0.000000e+00,-2.113344e-04,3.786331e-01,1.568619e+00,7.924805e-01,7.924805e-01,1.238363e+06,1.040701e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.921440e-01,1073726487,8.479699e+01,4.383423e-01,5.756396e-05,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,8.140002e+00,1092516907,3.931203e+00,4294905948,4294905948,2.483707e+01,3.262648e+01,2,5.521683e+03,7.265797e+03
sz,hacc,vx.f32,1.000000e-04,7.614874e-01,2,0.000000e+00,0.000000e+00,-2.113344e-04,3.786331e-01,1.568619e+00,7.924805e-01,7.924805e-01,1.238363e+06,1.040701e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.921440e-01,1073726487,8.479699e+01,4.383423e-01,5.756396e-05,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,8.140002e+00,1092516907,3.931203e+00,4294905948,4294905948,2.488841e+01,3.254969e+01,2,5.529641e+03,7.252320e+03
sz,hacc,vx.f32,1.000000e-04,7.614874e-01,3,0.000000e+00,0.000000e+00,-2.113344e-04,3.786331e-01,1.568619e+00,7.924805e-01,7.924805e-01,1.238363e+06,1.040701e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.921440e-01,1073726487,8.479699e+01,4.383423e-01,5.756396e-05,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,8.140002e+00,1092516907,3.931203e+00,4294905948,4294905948,2.484825e+01,3.281404e+01,2,5.523277e+03,7.601552e+03
sz,hacc,vx.f32,1.000000e-04,7.614874e-01,4,0.000000e+00,0.000000e+00,-2.113344e-04,3.786331e-01,1.568619e+00,7.924805e-01,7.924805e-01,1.238363e+06,1.040701e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.921440e-01,1073726487,8.479699e+01,4.383423e-01,5.756396e-05,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,8.140002e+00,1092516907,3.931203e+00,4294905948,4294905948,2.485736e+01,3.256689e+01,2,5.579860e+03,7.254119e+03
sz,hacc,vx.f32,1.000000e-05,7.614874e-02,0,0.000000e+00,0.000000e+00,-1.931591e-05,3.804884e-02,1.745453e-01,8.898926e-02,8.898926e-02,1.333136e+05,1.168624e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.932266e-03,1073726487,1.047726e+02,4.395755e-02,5.772590e-06,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.141495e+01,1532066319,2.803342e+00,4294905948,4294905948,2.549355e+01,5.239149e+01,4,5.683032e+03,1.162192e+04
sz,hacc,vx.f32,1.000000e-05,7.614874e-02,1,0.000000e+00,0.000000e+00,-1.931591e-05,3.804884e-02,1.745453e-01,8.898926e-02,8.898926e-02,1.333136e+05,1.168624e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.932266e-03,1073726487,1.047726e+02,4.395755e-02,5.772590e-06,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.141495e+01,1532066319,2.803342e+00,4294905948,4294905948,2.526558e+01,5.117743e+01,4,5.605116e+03,1.133609e+04
sz,hacc,vx.f32,1.000000e-05,7.614874e-02,2,0.000000e+00,0.000000e+00,-1.931591e-05,3.804884e-02,1.745453e-01,8.898926e-02,8.898926e-02,1.333136e+05,1.168624e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.932266e-03,1073726487,1.047726e+02,4.395755e-02,5.772590e-06,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.141495e+01,1532066319,2.803342e+00,4294905948,4294905948,2.521765e+01,5.257159e+01,4,5.600413e+03,1.163059e+04
sz,hacc,vx.f32,1.000000e-05,7.614874e-02,3,0.000000e+00,0.000000e+00,-1.931591e-05,3.804884e-02,1.745453e-01,8.898926e-02,8.898926e-02,1.333136e+05,1.168624e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.932266e-03,1073726487,1.047726e+02,4.395755e-02,5.772590e-06,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.141495e+01,1532066319,2.803342e+00,4294905948,4294905948,2.519872e+01,5.281202e+01,4,5.591263e+03,1.169190e+04
sz,hacc,vx.f32,1.000000e-05,7.614874e-02,4,0.000000e+00,0.000000e+00,-1.931591e-05,3.804884e-02,1.745453e-01,8.898926e-02,8.898926e-02,1.333136e+05,1.168624e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.932266e-03,1073726487,1.047726e+02,4.395755e-02,5.772590e-06,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.141495e+01,1532066319,2.803342e+00,4294905948,4294905948,2.511528e+01,5.096701e+01,4,5.577268e+03,1.132262e+04
sz,hacc,vx.f32,1.000000e-06,7.614874e-03,0,0.000000e+00,0.000000e+00,2.515085e-07,3.730642e-03,2.305603e-02,1.167297e-02,1.167297e-02,6.597924e+04,1.532918e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.897744e-05,1073726487,1.248509e+02,4.356310e-03,5.720791e-07,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.495862e+01,2007683812,2.139234e+00,4294905948,4294905948,3.097339e+01,8.009471e+01,4,6.880874e+03,1.767354e+04
sz,hacc,vx.f32,1.000000e-06,7.614874e-03,1,0.000000e+00,0.000000e+00,2.515085e-07,3.730642e-03,2.305603e-02,1.167297e-02,1.167297e-02,6.597924e+04,1.532918e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.897744e-05,1073726487,1.248509e+02,4.356310e-03,5.720791e-07,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.495862e+01,2007683812,2.139234e+00,4294905948,4294905948,3.030738e+01,8.009514e+01,4,6.735535e+03,1.767582e+04
sz,hacc,vx.f32,1.000000e-06,7.614874e-03,2,0.000000e+00,0.000000e+00,2.515085e-07,3.730642e-03,2.305603e-02,1.167297e-02,1.167297e-02,6.597924e+04,1.532918e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.897744e-05,1073726487,1.248509e+02,4.356310e-03,5.720791e-07,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.495862e+01,2007683812,2.139234e+00,4294905948,4294905948,3.026685e+01,8.066813e+01,4,6.720121e+03,1.779378e+04
sz,hacc,vx.f32,1.000000e-06,7.614874e-03,3,0.000000e+00,0.000000e+00,2.515085e-07,3.730642e-03,2.305603e-02,1.167297e-02,1.167297e-02,6.597924e+04,1.532918e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.897744e-05,1073726487,1.248509e+02,4.356310e-03,5.720791e-07,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.495862e+01,2007683812,2.139234e+00,4294905948,4294905948,3.010150e+01,7.582696e+01,4,6.721499e+03,1.675284e+04
sz,hacc,vx.f32,1.000000e-06,7.614874e-03,4,0.000000e+00,0.000000e+00,2.515085e-07,3.730642e-03,2.305603e-02,1.167297e-02,1.167297e-02,6.597924e+04,1.532918e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.897744e-05,1073726487,1.248509e+02,4.356310e-03,5.720791e-07,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.495862e+01,2007683812,2.139234e+00,4294905948,4294905948,3.012985e+01,7.595304e+01,4,6.690413e+03,1.678136e+04
sz3,hacc,vx.f32,1.000000e-01,7.614874e+02,0,0.000000e+00,0.000000e+00,-1.154596e+00,1.594901e+02,1.522975e+03,7.614873e+02,7.614873e+02,6.492827e+09,9.999999e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.989243e+04,1073726487,3.162435e+01,1.997309e+02,2.622905e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.474734e-01,19793258,2.169883e+02,4294905948,4294905948,5.872132e+01,1.550532e+01,2,1.311055e+04,3.461321e+03
sz3,hacc,vx.f32,1.000000e-01,7.614874e+02,1,0.000000e+00,0.000000e+00,-1.154596e+00,1.594901e+02,1.522975e+03,7.614873e+02,7.614873e+02,6.492827e+09,9.999999e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.989243e+04,1073726487,3.162435e+01,1.997309e+02,2.622905e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.474734e-01,19793258,2.169883e+02,4294905948,4294905948,2.720973e+01,1.541150e+01,2,6.066401e+03,3.440807e+03
sz3,hacc,vx.f32,1.000000e-01,7.614874e+02,2,0.000000e+00,0.000000e+00,-1.154596e+00,1.594901e+02,1.522975e+03,7.614873e+02,7.614873e+02,6.492827e+09,9.999999e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.989243e+04,1073726487,3.162435e+01,1.997309e+02,2.622905e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.474734e-01,19793258,2.169883e+02,4294905948,4294905948,2.718832e+01,1.539498e+01,2,6.059992e+03,3.438401e+03
sz3,hacc,vx.f32,1.000000e-01,7.614874e+02,3,0.000000e+00,0.000000e+00,-1.154596e+00,1.594901e+02,1.522975e+03,7.614873e+02,7.614873e+02,6.492827e+09,9.999999e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.989243e+04,1073726487,3.162435e+01,1.997309e+02,2.622905e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.474734e-01,19793258,2.169883e+02,4294905948,4294905948,2.724511e+01,1.543970e+01,2,6.072819e+03,3.448336e+03
sz3,hacc,vx.f32,1.000000e-01,7.614874e+02,4,0.000000e+00,0.000000e+00,-1.154596e+00,1.594901e+02,1.522975e+03,7.614873e+02,7.614873e+02,6.492827e+09,9.999999e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.989243e+04,1073726487,3.162435e+01,1.997309e+02,2.622905e-02,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.474734e-01,19793258,2.169883e+02,4294905948,4294905948,2.721098e+01,1.541215e+01,2,6.065485e+03,3.446860e+03
sz3,hacc,vx.f32,1.000000e-02,7.614874e+01,0,0.000000e+00,0.000000e+00,1.620501e-03,2.796863e+01,1.522975e+02,7.614874e+01,7.614874e+01,7.095047e+08,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.190860e+03,1073726487,4.687465e+01,3.450884e+01,4.531768e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.745260e+00,234241553,1.833537e+01,4294905948,4294905948,6.418902e+01,2.148985e+01,12,1.435930e+04,4.809628e+03
sz3,hacc,vx.f32,1.000000e-02,7.614874e+01,1,0.000000e+00,0.000000e+00,1.620501e-03,2.796863e+01,1.522975e+02,7.614874e+01,7.614874e+01,7.095047e+08,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.190860e+03,1073726487,4.687465e+01,3.450884e+01,4.531768e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.745260e+00,234241553,1.833537e+01,4294905948,4294905948,3.199629e+01,2.146429e+01,12,7.156512e+03,4.807207e+03
sz3,hacc,vx.f32,1.000000e-02,7.614874e+01,2,0.000000e+00,0.000000e+00,1.620501e-03,2.796863e+01,1.522975e+02,7.614874e+01,7.614874e+01,7.095047e+08,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.190860e+03,1073726487,4.687465e+01,3.450884e+01,4.531768e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.745260e+00,234241553,1.833537e+01,4294905948,4294905948,3.203670e+01,2.153863e+01,12,7.162174e+03,4.817123e+03
sz3,hacc,vx.f32,1.000000e-02,7.614874e+01,3,0.000000e+00,0.000000e+00,1.620501e-03,2.796863e+01,1.522975e+02,7.614874e+01,7.614874e+01,7.095047e+08,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.190860e+03,1073726487,4.687465e+01,3.450884e+01,4.531768e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.745260e+00,234241553,1.833537e+01,4294905948,4294905948,3.198537e+01,2.160554e+01,12,7.154017e+03,4.837709e+03
sz3,hacc,vx.f32,1.000000e-02,7.614874e+01,4,0.000000e+00,0.000000e+00,1.620501e-03,2.796863e+01,1.522975e+02,7.614874e+01,7.614874e+01,7.095047e+08,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.190860e+03,1073726487,4.687465e+01,3.450884e+01,4.531768e-03,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,1.745260e+00,234241553,1.833537e+01,4294905948,4294905948,3.200440e+01,2.151198e+01,12,7.197239e+03,4.816274e+03
sz3,hacc,vx.f32,1.000000e-03,7.614874e+00,0,0.000000e+00,0.000000e+00,1.667712e-04,3.320937e+00,1.522975e+01,7.614873e+00,7.614873e+00,5.460973e+06,9.999999e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.562467e+01,1073726487,6.569514e+01,3.952806e+00,5.190902e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,5.042987e+00,676848523,6.345446e+00,4294905948,4294905948,6.770018e+01,2.947010e+01,0,1.514179e+04,6.587075e+03
sz3,hacc,vx.f32,1.000000e-03,7.614874e+00,1,0.000000e+00,0.000000e+00,1.667712e-04,3.320937e+00,1.522975e+01,7.614873e+00,7.614873e+00,5.460973e+06,9.999999e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.562467e+01,1073726487,6.569514e+01,3.952806e+00,5.190902e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,5.042987e+00,676848523,6.345446e+00,4294905948,4294905948,3.478020e+01,2.945891e+01,0,7.777870e+03,6.585680e+03
sz3,hacc,vx.f32,1.000000e-03,7.614874e+00,2,0.000000e+00,0.000000e+00,1.667712e-04,3.320937e+00,1.522975e+01,7.614873e+00,7.614873e+00,5.460973e+06,9.999999e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.562467e+01,1073726487,6.569514e+01,3.952806e+00,5.190902e-04,3.914495e+03,-3.073701e-03,-3.700378e+03,7.614874e+03,3.073786e+02,5.042987e+00,676848523,6.345446e+00,4294905948,4294905948,3.476265e+01,2.944366e+01,0,7.775038e+03,6.811932e+03
